operator_id,palette_type,role,rank,hex,lab_l,lab_a,lab_b,weight,notes
op-309,core,accent_2,3,#58311A,24.7873,15.0774,21.9123,0.024641,
op-309,core,dark,4,#171210,5.8471,1.7029,1.7648,0.111054,
op-309,core,light,5,#FDF5E0,96.5305,-0.5053,10.8897,0.208932,
op-309,core,neutral,6,#171210,5.8471,1.7029,1.7648,0.111054,
op-309,core,support_7,7,#CCAC90,72.5385,7.3369,18.8368,0.093600,
op-309,core,support_8,8,#B79275,63.2854,9.5156,20.6275,0.052533,
op-309,categorical_anchor,theme,1,#9E6F56,51.0713,15.6329,21.6657,0.074093,
op-310,core,theme,1,#C62E32,44.4840,58.7820,35.3154,0.032888,
op-310,core,accent_1,2,#3878AF,48.7643,-2.4388,-35.2976,0.008818,
op-310,core,accent_2,3,#E4CCC7,83.7713,7.6056,5.5490,0.024071,
op-310,core,dark,4,#061512,5.4442,-5.1258,-0.2209,0.259533,
op-310,core,light,5,#E4CCC7,83.7713,7.6056,5.5490,0.024071,
op-310,core,neutral,6,#AAABA6,69.7920,-1.1616,2.6060,0.025977,
op-310,core,support_7,7,#EC606A,59.1594,54.8729,22.7335,0.041945,
op-310,core,support_8,8,#142422,12.8620,-7.3970,-0.6024,0.226883,
op-310,categorical_anchor,theme,1,#C62E32,44.4840,58.7820,35.3154,0.032888,
op-311,core,theme,1,#DBCBAC,82.2451,0.6663,17.4997,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-311,core,accent_1,2,#473C2D,26.0426,2.1501,11.0635,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-311,core,accent_2,3,#6B5944,39.0506,3.9847,14.9158,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-311,core,dark,4,#241D13,11.2816,1.5041,8.0167,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-311,core,light,5,#F7E8CA,92.4658,0.3423,16.4395,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-311,core,neutral,6,#241D13,11.2816,1.5041,8.0167,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-311,core,support_7,7,#D09158,65.2538,17.7919,39.4654,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-311,core,support_8,8,#8A7C67,52.7281,1.8315,13.4361,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-311,categorical_anchor,theme,1,#DBCBAC,82.2451,0.6663,17.4997,1.000000,curated_colorlist categorical anchor
op-312,core,theme,1,#BF8F65,63.0634,12.9541,29.3700,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-312,core,accent_1,2,#5D3313,25.9880,16.0477,27.5776,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-312,core,accent_2,3,#6A4E37,35.5756,8.5726,18.1867,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-312,core,dark,4,#382010,15.0152,9.6897,15.2891,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-312,core,light,5,#FAE1B0,90.4647,1.4626,27.1484,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-312,core,neutral,6,#382010,15.0152,9.6897,15.2891,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-312,core,support_7,7,#82542D,40.0433,15.0600,30.2402,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-312,core,support_8,8,#F1C693,82.4853,8.5142,31.3031,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-312,categorical_anchor,theme,1,#BF8F65,63.0634,12.9541,29.3700,1.000000,curated_colorlist categorical anchor
op-313,core,theme,1,#39598C,37.5487,4.9475,-32.3022,0.026377,
op-313,core,accent_1,2,#39598C,37.5487,4.9475,-32.3022,0.026377,
op-313,core,accent_2,3,#181716,8.0104,0.1518,1.2339,0.041893,
op-313,core,dark,4,#181716,8.0104,0.1518,1.2339,0.041893,
op-313,core,light,5,#F3EBE6,93.4496,2.1062,3.4586,0.088906,
op-313,core,neutral,6,#474545,29.5516,0.4907,0.1737,0.087510,
op-313,core,support_7,7,#7B7979,51.0518,0.4462,0.3025,0.121490,
op-313,core,support_8,8,#8D8B8A,57.8767,0.6751,0.5159,0.110473,
op-313,categorical_anchor,theme,1,#39598C,37.5487,4.9475,-32.3022,0.026377,
op-314,core,theme,1,#BE967C,65.1343,11.3099,19.4361,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-314,core,accent_1,2,#5F3113,25.7946,18.2232,27.4756,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-314,core,accent_2,3,#8B4E1C,39.6193,21.6695,38.9693,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-314,core,dark,4,#291E1A,12.4458,4.5969,4.7944,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-314,core,light,5,#EDE3DA,90.7824,1.8668,5.5989,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-314,core,neutral,6,#EDE3DA,90.7824,1.8668,5.5989,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-314,core,support_7,7,#745D51,41.4320,7.4089,10.4343,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-314,core,support_8,8,#F1D3A3,85.9745,3.6248,27.6527,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-314,categorical_anchor,theme,1,#BE967C,65.1343,11.3099,19.4361,1.000000,curated_colorlist categorical anchor
op-315,core,theme,1,#D2D154,81.7264,-15.1399,60.1437,0.052032,
op-315,core,accent_1,2,#979440,59.8918,-10.1227,43.6703,0.022776,
op-315,core,accent_2,3,#1D1C1A,10.3377,-0.0033,1.7157,0.062635,
op-315,core,dark,4,#1D1C1A,10.3377,-0.0033,1.7157,0.062635,
op-315,core,light,5,#EAEC9C,91.7468,-12.6118,38.7613,0.043786,
op-315,core,neutral,6,#2F2E2E,19.1160,0.3561,0.2072,0.231102,
op-315,core,support_7,7,#444347,28.7270,1.2218,-2.1867,0.153348,
op-315,core,support_8,8,#9A969D,62.4806,3.0905,-3.5930,0.097978,
op-315,categorical_anchor,theme,1,#D2D154,81.7264,-15.1399,60.1437,0.052032,
op-316,core,theme,1,#6A62A9,45.2001,20.4272,-36.7960,0.087449,
op-316,core,accent_1,2,#EAD0CE,85.4293,9.0157,4.3097,0.050810,
op-316,core,accent_2,3,#DDD9F1,87.7740,5.5780,-10.8037,0.125101,
op-316,core,dark,4,#161223,6.6231,6.0355,-10.6176,0.067409,
op-316,core,light,5,#F6F0F8,95.5132,2.9616,-2.8522,0.190081,
op-316,core,neutral,6,#F6F0F8,95.5132,2.9616,-2.8522,0.190081,
op-316,core,support_7,7,#8D86BF,58.5469,14.9873,-28.5043,0.106073,
op-316,core,support_8,8,#51497E,33.9422,16.9624,-29.1577,0.064777,
op-316,categorical_anchor,theme,1,#6A62A9,45.2001,20.4272,-36.7960,0.087449,
op-317,core,theme,1,#D7DFCC,87.7334,-6.0442,8.1347,0.177008,
op-317,core,accent_1,2,#C9D0C1,82.6156,-5.4110,6.7858,0.110385,
op-317,core,accent_2,3,#191812,7.9634,-0.7413,3.8570,0.016492,
op-317,core,dark,4,#191812,7.9634,-0.7413,3.8570,0.016492,
op-317,core,light,5,#F7F2E3,95.5307,-0.7658,7.6484,0.088341,
op-317,core,neutral,6,#191812,7.9634,-0.7413,3.8570,0.016492,
op-317,core,support_7,7,#A6B0A3,70.6881,-5.9115,5.2498,0.108263,
op-317,core,support_8,8,#B7BFB2,76.4759,-5.2626,5.7966,0.115774,
op-317,categorical_anchor,theme,1,#D7DFCC,87.7334,-6.0442,8.1347,0.177008,
op-318,core,theme,1,#79B4D7,70.6021,-9.9608,-23.6175,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-318,core,accent_1,2,#352F3F,20.6302,6.5624,-9.0857,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-318,core,accent_2,3,#A2BCAC,73.9496,-11.9977,5.1274,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-318,core,dark,4,#352F3F,20.6302,6.5624,-9.0857,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-318,core,light,5,#FAE4DF,92.1939,6.6862,5.1583,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-318,core,neutral,6,#EBE5EC,91.5758,3.2625,-2.6770,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-318,core,support_7,7,#82777E,51.2050,5.5622,-2.2960,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-318,core,support_8,8,#C3BAC4,76.5004,4.9910,-3.9051,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-318,categorical_anchor,theme,1,#79B4D7,70.6021,-9.9608,-23.6175,1.000000,curated_colorlist categorical anchor
op-319,core,theme,1,#726D4D,45.8053,-3.7762,18.5997,0.187600,
op-319,core,accent_1,2,#DBCE83,82.1512,-6.0092,38.8887,0.045133,
op-319,core,accent_2,3,#D6CEB8,83.0054,-1.0637,12.1463,0.033408,
op-319,core,dark,4,#242216,12.9421,-1.6031,8.4527,0.045455,
op-319,core,light,5,#FAEAC8,93.2777,-0.0808,18.8390,0.127369,
op-319,core,neutral,6,#3C3D35,25.3120,-1.8002,4.7822,0.080308,
op-319,core,support_7,7,#A79D58,64.0827,-6.1815,36.9058,0.100707,
op-319,core,support_8,8,#8D864E,55.2050,-5.7554,30.6284,0.112914,
op-319,categorical_anchor,theme,1,#726D4D,45.8053,-3.7762,18.5997,0.187600,
op-320,core,theme,1,#225357,32.2896,-15.0725,-7.3341,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-320,core,accent_1,2,#8F6256,45.9721,16.6523,14.1819,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-320,core,accent_2,3,#522926,22.0169,18.6458,10.5067,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-320,core,dark,4,#15181F,8.2322,0.6668,-5.3575,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-320,core,light,5,#F3DFD3,90.1070,4.8998,8.3531,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-320,core,neutral,6,#A8A1A1,66.8154,2.5270,0.9024,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-320,core,support_7,7,#3A9894,57.5519,-28.2311,-6.1118,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-320,core,support_8,8,#6B6E76,46.4260,0.5745,-4.8304,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-320,categorical_anchor,theme,1,#225357,32.2896,-15.0725,-7.3341,1.000000,curated_colorlist categorical anchor
op-321,core,theme,1,#700F24,23.5199,41.5709,14.6085,0.081882,
op-321,core,accent_1,2,#EAD5C7,86.5192,5.3763,9.5653,0.054165,
op-321,core,accent_2,3,#D0B8AB,76.5641,6.3349,9.8131,0.053057,
op-321,core,dark,4,#190D11,4.8447,6.0209,-0.3971,0.080931,
op-321,core,light,5,#FDF5E5,96.6543,0.0360,8.5012,0.043079,
op-321,core,neutral,6,#190D11,4.8447,6.0209,-0.3971,0.080931,
op-321,core,support_7,7,#261B22,11.3312,7.3708,-3.0207,0.195122,
op-321,core,support_8,8,#614E50,35.1383,8.1865,2.0947,0.100729,
op-321,categorical_anchor,theme,1,#700F24,23.5199,41.5709,14.6085,0.081882,
op-322,core,theme,1,#D4C8B2,81.0515,0.3805,12.4325,0.096545,
op-322,core,accent_1,2,#45392F,24.8125,3.8702,7.8273,0.033613,
op-322,core,accent_2,3,#81786A,50.8094,1.2320,9.0872,0.028945,
op-322,core,dark,4,#1B1109,5.9010,3.1124,5.0987,0.011391,
op-322,core,light,5,#F9F5ED,96.5690,0.0436,4.4007,0.132960,
op-322,core,neutral,6,#F9F5ED,96.5690,0.0436,4.4007,0.132960,
op-322,core,support_7,7,#F3E6C6,91.4362,-0.5679,16.8372,0.120448,
op-322,core,support_8,8,#FBF1DC,95.4531,0.0924,11.3296,0.141176,
op-322,categorical_anchor,theme,1,#D4C8B2,81.0515,0.3805,12.4325,0.096545,
op-323,core,theme,1,#574A3F,32.4210,3.8498,8.3228,0.176129,
op-323,core,accent_1,2,#EED4C5,86.7438,6.2981,10.9878,0.089998,
op-323,core,accent_2,3,#D6BDAD,78.2088,6.6922,11.3127,0.025136,
op-323,core,dark,4,#241A13,10.3880,3.1942,6.5324,0.041308,
op-323,core,light,5,#F8E3D4,91.4874,4.6816,10.0533,0.025136,
op-323,core,neutral,6,#241A13,10.3880,3.1942,6.5324,0.041308,
op-323,core,support_7,7,#655649,37.5995,4.4152,9.5439,0.127615,
op-323,core,support_8,8,#766355,43.3372,5.2330,10.7686,0.100896,
op-323,categorical_anchor,theme,1,#574A3F,32.4210,3.8498,8.3228,0.176129,
op-324,core,theme,1,#E74778,54.9242,64.5681,8.3203,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-324,core,accent_1,2,#462F3B,22.4827,12.7247,-3.3747,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-324,core,accent_2,3,#9C828F,57.0920,12.2077,-3.2567,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-324,core,dark,4,#462F3B,22.4827,12.7247,-3.3747,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-324,core,light,5,#FAE5EB,92.7344,8.1492,-0.3184,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-324,core,neutral,6,#FAE5EB,92.7344,8.1492,-0.3184,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-324,core,support_7,7,#892443,31.7772,44.6282,6.1495,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-324,core,support_8,8,#E97DA1,65.4111,45.5206,-0.3098,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-324,categorical_anchor,theme,1,#E74778,54.9242,64.5681,8.3203,1.000000,curated_colorlist categorical anchor
op-325,core,theme,1,#868395,55.6091,4.8932,-9.4023,0.076588,
op-325,core,accent_1,2,#433D4B,26.9850,5.4727,-7.4539,0.034540,
op-325,core,accent_2,3,#595563,36.9571,4.7829,-7.4191,0.046854,
op-325,core,dark,4,#130F1B,5.0408,4.0749,-6.7267,0.017871,
op-325,core,light,5,#F4EFF5,95.0066,2.7985,-2.0723,0.162787,
op-325,core,neutral,6,#EDE4E5,91.3192,3.3102,0.8143,0.117135,
op-325,core,support_7,7,#C7C4D0,79.6455,3.4995,-5.9578,0.142664,
op-325,core,support_8,8,#9D99AA,64.1266,4.2972,-7.9517,0.084247,
op-325,categorical_anchor,theme,1,#868395,55.6091,4.8932,-9.4023,0.076588,
op-326,core,theme,1,#B28787,60.3326,16.7310,6.1884,0.089555,
op-326,core,accent_1,2,#B7BEE9,77.7751,6.5863,-22.0533,0.049525,
op-326,core,accent_2,3,#EED5D4,87.3437,8.3416,3.8550,0.152486,
op-326,core,dark,4,#1C1112,6.3189,4.9593,1.6237,0.040402,
op-326,core,light,5,#F8E9E8,93.5435,4.6291,2.5999,0.149693,
op-326,core,neutral,6,#716A6E,45.3956,3.6402,-1.3331,0.057717,
op-326,core,support_7,7,#99696A,49.4410,19.3404,7.0813,0.065537,
op-326,core,support_8,8,#DDBEBC,79.4573,10.8687,4.8656,0.123068,
op-326,categorical_anchor,theme,1,#B28787,60.3326,16.7310,6.1884,0.089555,
op-327,core,theme,1,#AC766B,54.8562,19.7687,14.6217,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-327,core,accent_1,2,#35495C,30.1433,-2.2496,-13.6850,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-327,core,accent_2,3,#E9B3A0,77.3435,17.0007,17.2752,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-327,core,dark,4,#191A1E,9.3137,0.6178,-2.9376,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-327,core,light,5,#F4DED1,89.8968,5.4580,9.1105,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-327,core,neutral,6,#191A1E,9.3137,0.6178,-2.9376,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-327,core,support_7,7,#554343,30.2815,7.7382,2.9407,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-327,core,support_8,8,#BCACA6,71.5212,4.7182,5.1638,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-327,categorical_anchor,theme,1,#AC766B,54.8562,19.7687,14.6217,1.000000,curated_colorlist categorical anchor
op-328,core,theme,1,#A18456,56.9144,4.8993,28.9547,0.132908,
op-328,core,accent_1,2,#701E0F,25.1040,35.3149,30.1018,0.021781,
op-328,core,accent_2,3,#F1D9B2,87.8548,2.3255,22.1662,0.106687,
op-328,core,dark,4,#1D100D,5.9931,5.4793,3.5555,0.038984,
op-328,core,light,5,#FDF0C7,94.9969,-2.2317,21.8194,0.060211,
op-328,core,neutral,6,#7B7074,48.4327,5.0615,-0.4725,0.033435,
op-328,core,support_7,7,#B79B6B,65.4728,3.2649,29.1478,0.136654,
op-328,core,support_8,8,#CBB280,73.7788,1.8306,28.9774,0.132353,
op-328,categorical_anchor,theme,1,#A18456,56.9144,4.8993,28.9547,0.132908,
op-329,core,theme,1,#938A49,56.9738,-5.8976,35.8393,0.018536,
op-329,core,accent_1,2,#D6CE87,81.9074,-7.4553,36.5315,0.015965,
op-329,core,accent_2,3,#0E1216,5.1395,-0.2764,-3.0499,0.119876,
op-329,core,dark,4,#0E1216,5.1395,-0.2764,-3.0499,0.119876,
op-329,core,light,5,#F0E9EA,93.0133,2.4490,0.4037,0.078880,
op-329,core,neutral,6,#4A4C4E,32.3252,-0.7430,-1.2247,0.070491,
op-329,core,support_7,7,#2F353C,21.7887,-0.3949,-5.3785,0.190637,
op-329,core,support_8,8,#1E2329,13.3267,-0.1573,-4.8650,0.158165,
op-329,categorical_anchor,theme,1,#938A49,56.9738,-5.8976,35.8393,0.018536,
op-330,core,theme,1,#827B6B,51.8817,-0.1634,9.9661,0.089370,
op-330,core,accent_1,2,#702424,26.2233,33.5020,18.5311,0.010895,
op-330,core,accent_2,3,#D0C9B1,80.9175,-1.5807,12.9764,0.049470,
op-330,core,dark,4,#12100F,4.8145,0.5410,0.9573,0.098645,
op-330,core,light,5,#EBE2D1,90.1171,0.5614,9.2801,0.101885,
op-330,core,neutral,6,#12100F,4.8145,0.5410,0.9573,0.098645,
op-330,core,support_7,7,#6C675B,43.6101,-0.1209,7.2838,0.096437,
op-330,core,support_8,8,#5A5751,36.9591,0.1583,3.4803,0.103062,
op-330,categorical_anchor,theme,1,#827B6B,51.8817,-0.1634,9.9661,0.089370,
op-331,core,theme,1,#4E5363,35.2985,2.1226,-10.3506,0.122072,
op-331,core,accent_1,2,#A3493C,42.6138,35.8775,26.0716,0.022698,
op-331,core,accent_2,3,#A2847C,57.8281,10.1259,8.5811,0.025753,
op-331,core,dark,4,#101320,6.2690,2.1807,-9.2736,0.081478,
op-331,core,light,5,#F2E5E6,92.0575,4.2409,0.9791,0.094864,
op-331,core,neutral,6,#F2E5E6,92.0575,4.2409,0.9791,0.094864,
op-331,core,support_7,7,#3B3F50,26.9975,2.4454,-10.9070,0.125564,
op-331,core,support_8,8,#626776,43.5712,1.7972,-9.2156,0.112615,
op-331,categorical_anchor,theme,1,#4E5363,35.2985,2.1226,-10.3506,0.122072,
op-332,core,theme,1,#C09B87,66.7547,11.2619,15.3830,0.103050,
op-332,core,accent_1,2,#3D5F6C,38.2387,-8.7169,-11.1415,0.012580,
op-332,core,accent_2,3,#7696A0,60.0123,-8.5226,-9.2556,0.012063,
op-332,core,dark,4,#1A1217,6.2746,4.9565,-2.1802,0.124074,
op-332,core,light,5,#FEEFD3,94.8594,0.7028,15.2850,0.241599,
op-332,core,neutral,6,#42393F,25.0925,5.0586,-1.9274,0.070825,
op-332,core,support_7,7,#D0B29D,74.5018,7.8211,14.8094,0.089781,
op-332,core,support_8,8,#A68575,58.2614,9.7325,13.6326,0.044977,
op-332,categorical_anchor,theme,1,#C09B87,66.7547,11.2619,15.3830,0.103050,
op-333,core,theme,1,#967F86,55.4663,10.0340,-0.5019,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-333,core,accent_1,2,#5E537B,37.8355,13.6893,-21.0020,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-333,core,accent_2,3,#1B1317,6.8709,4.7741,-1.2133,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-333,core,dark,4,#1B1317,6.8709,4.7741,-1.2133,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-333,core,light,5,#FBECEB,94.5254,4.8901,2.3016,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-333,core,neutral,6,#1B1317,6.8709,4.7741,-1.2133,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-333,core,support_7,7,#5D494E,33.2272,9.3912,0.2585,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-333,core,support_8,8,#CFB7BC,76.5360,9.3993,0.6120,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-333,categorical_anchor,theme,1,#967F86,55.4663,10.0340,-0.5019,1.000000,curated_colorlist categorical anchor
op-334,core,theme,1,#A77F68,56.4103,12.4940,18.5970,0.091840,
op-334,core,accent_1,2,#4A2D1B,21.6891,11.0024,16.8400,0.054567,
op-334,core,accent_2,3,#F0CCB4,84.5492,8.6674,17.0096,0.079248,
op-334,core,dark,4,#240F08,6.5975,9.7218,6.6025,0.019308,
op-334,core,light,5,#FDF3E9,96.3354,1.5435,6.1093,0.079416,
op-334,core,neutral,6,#FDF3E9,96.3354,1.5435,6.1093,0.079416,
op-334,core,support_7,7,#BB937C,63.9475,12.0495,17.5251,0.099563,
op-334,core,support_8,8,#936A54,48.3165,13.3843,18.7992,0.085964,
op-334,categorical_anchor,theme,1,#A77F68,56.4103,12.4940,18.5970,0.091840,
op-335,core,theme,1,#EFEADC,92.7354,-0.6968,7.3896,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-335,core,accent_1,2,#EFEADC,92.7354,-0.6968,7.3896,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-335,core,accent_2,3,#14151D,6.9892,1.7594,-5.7264,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-335,core,dark,4,#14151D,6.9892,1.7594,-5.7264,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-335,core,light,5,#F6F2EE,95.6933,0.6415,2.3972,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-335,core,neutral,6,#D7D3D1,84.8121,1.0130,1.4723,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-335,core,support_7,7,#6D6E7A,46.7217,2.1989,-6.7648,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-335,core,support_8,8,#B6B1AC,72.4739,0.8671,3.1820,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-335,categorical_anchor,theme,1,#EFEADC,92.7354,-0.6968,7.3896,1.000000,curated_colorlist categorical anchor
op-336,core,theme,1,#7D2725,29.2275,37.0957,22.1881,0.034473,
op-336,core,accent_1,2,#7D2725,29.2275,37.0957,22.1881,0.034473,
op-336,core,accent_2,3,#141315,6.1567,0.6801,-0.6470,0.077564,
op-336,core,dark,4,#141315,6.1567,0.6801,-0.6470,0.077564,
op-336,core,light,5,#F2E5E3,91.8144,4.1235,2.2020,0.123868,
op-336,core,neutral,6,#141315,6.1567,0.6801,-0.6470,0.077564,
op-336,core,support_7,7,#727074,47.4987,1.8305,-2.1115,0.112767,
op-336,core,support_8,8,#48474D,30.3452,2.1430,-3.4039,0.110283,
op-336,categorical_anchor,theme,1,#7D2725,29.2275,37.0957,22.1881,0.034473,
op-337,core,theme,1,#9B897A,58.3796,3.9553,10.8815,0.106798,
op-337,core,accent_1,2,#E2D1BF,84.7203,2.9698,10.9560,0.134018,
op-337,core,accent_2,3,#645448,36.9704,4.8268,9.3788,0.071099,
op-337,core,dark,4,#1C1511,7.4713,2.4203,3.3886,0.054737,
op-337,core,light,5,#F0E0D3,90.0791,3.3630,8.3558,0.090733,
op-337,core,neutral,6,#312A27,17.6693,2.6618,2.9587,0.061877,
op-337,core,support_7,7,#87766A,50.9551,4.2003,9.2406,0.103971,
op-337,core,support_8,8,#AC9B8B,65.1043,3.4531,10.7277,0.092667,
op-337,categorical_anchor,theme,1,#9B897A,58.3796,3.9553,10.8815,0.106798,
op-338,core,theme,1,#CE8579,62.8030,26.3465,18.3375,0.017247,
op-338,core,accent_1,2,#CE8579,62.8030,26.3465,18.3375,0.017247,
op-338,core,accent_2,3,#1C1518,7.5325,4.4939,-0.8401,0.030846,
op-338,core,dark,4,#1C1518,7.5325,4.4939,-0.8401,0.030846,
op-338,core,light,5,#F8E9E5,93.4284,4.2564,3.6395,0.139967,
op-338,core,neutral,6,#1C1518,7.5325,4.4939,-0.8401,0.030846,
op-338,core,support_7,7,#8F7B7A,53.4750,7.1014,3.6214,0.104809,
op-338,core,support_8,8,#A3908E,61.2521,6.8633,3.3591,0.111111,
op-338,categorical_anchor,theme,1,#CE8579,62.8030,26.3465,18.3375,0.017247,
op-339,core,theme,1,#EBBEC7,81.0794,17.4661,1.5919,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-339,core,accent_1,2,#5A4650,32.1087,10.4209,-2.7016,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-339,core,accent_2,3,#935557,43.3445,25.9300,10.0132,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-339,core,dark,4,#372226,15.9851,10.7809,1.4568,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-339,core,light,5,#FCEBE6,94.2381,4.9180,4.4909,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-339,core,neutral,6,#FCEBE6,94.2381,4.9180,4.4909,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-339,core,support_7,7,#DAB876,76.3732,3.6442,37.9752,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-339,core,support_8,8,#96777F,53.1794,13.4141,0.2383,1.000000,curated_colorlist; auto_body_avatar_fixed_colorlist
op-339,categorical_anchor,theme,1,#EBBEC7,81.0794,17.4661,1.5919,1.000000,curated_colorlist categorical anchor
op-340,core,theme,1,#A06EA0,53.1353,28.1280,-19.0452,0.111628,
op-340,core,accent_1,2,#DF8383,64.7553,35.1833,15.5871,0.049559,
op-340,core,accent_2,3,#4F2D53,24.3452,22.6283,-16.7710,0.120128,
op-340,core,dark,4,#200714,4.5566,12.6486,-2.6924,0.047314,
op-340,core,light,5,#FAD9D5,89.4077,10.6203,6.3086,0.141780,
op-340,core,neutral,6,#FAD9D5,89.4077,10.6203,6.3086,0.141780,
op-340,core,support_7,7,#BD87B5,62.9287,27.8247,-15.7753,0.111307,
op-340,core,support_8,8,#613C71,31.6246,26.7092,-24.2987,0.091259,
op-340,categorical_anchor,theme,1,#A06EA0,53.1353,28.1280,-19.0452,0.111628,
op-341,core,theme,1,#725470,39.6425,17.9173,-11.0570,0.046423,
op-341,core,accent_1,2,#7D6C79,47.4906,9.3350,-4.7400,0.053915,
op-341,core,accent_2,3,#191619,7.6313,2.1172,-1.3294,0.110475,
op-341,core,dark,4,#191619,7.6313,2.1172,-1.3294,0.110475,
op-341,core,light,5,#FAECE1,94.1539,2.8528,6.9116,0.038784,
op-341,core,neutral,6,#191619,7.6313,2.1172,-1.3294,0.110475,
op-341,core,support_7,7,#443B43,26.1475,5.3034,-3.3997,0.131042,
op-341,core,support_8,8,#282427,14.6822,2.8556,-1.5386,0.162921,
op-341,categorical_anchor,theme,1,#725470,39.6425,17.9173,-11.0570,0.046423,
